ITER	RESIDUUM	ALFA	BETA
754	1.07792e-05	0.19673	1.75044
755	1.90403e-05	0.0441339	3.12014
756	8.97719e-06	0.0467304	0.222296
757	9.67715e-06	0.171906	1.16202
758	9.65799e-06	0.182313	0.996044
759	1.33202e-05	0.160441	1.90216
760	1.10665e-05	0.0165406	0.690238
761	1.04101e-05	0.135655	0.884896
762	8.71572e-06	0.146117	0.700962
763	8.68283e-06	0.209159	0.992468
764	2.30269e-05	0.145492	7.03312
765	9.13428e-06	0.0178231	0.157354
766	8.92743e-06	0.132542	0.955223
767	7.66053e-06	0.235463	0.736316
768	1.05434e-05	0.197404	1.89427
769	1.51968e-05	0.0340049	2.07751
770	7.78813e-06	0.0390199	0.262641
771	6.94826e-06	0.207333	0.795952
772	7.94622e-06	0.356422	1.30788
773	1.85818e-05	0.142483	5.4683
774	9.3511e-06	0.0163203	0.253251
775	7.41423e-06	0.135231	0.628647
776	8.64825e-06	0.16859	1.36058
777	7.74164e-06	0.229446	0.801326
778	1.32356e-05	0.0406319	2.92295
779	8.19116e-06	0.0535312	0.383004
780	6.79625e-06	0.139793	0.688412
781	7.97305e-06	0.225076	1.37629
782	1.01778e-05	0.139411	1.62952
783	8.66073e-06	0.0168146	0.724103
784	7.07701e-06	0.145156	0.667714
785	7.61689e-06	0.166548	1.15839
786	6.85601e-06	0.173143	0.81019
787	1.54124e-05	0.111184	5.05356
788	6.64439e-06	0.0175417	0.185854
789	6.64567e-06	0.162973	1.00039
790	5.62169e-06	0.169172	0.715575
791	7.91154e-06	0.224944	1.98056
792	1.16055e-05	0.0347325	2.15182
793	5.94905e-06	0.0392596	0.262765
794	5.02102e-06	0.278414	0.71234
795	6.22914e-06	0.313852	1.53912
796	1.05574e-05	0.091515	2.87249
797	5.49458e-06	0.0153152	0.270866
798	5.59777e-06	0.254248	1.03791
799	4.93256e-06	0.12519	0.776452
800	6.23385e-06	0.215171	1.59723
801	1.11387e-05	0.0502408	3.1927
802	4.79251e-06	0.0306788	0.185121
803	5.3093e-06	0.264823	1.2273
804	4.36326e-06	0.125783	0.675377
805	7.5724e-06	0.222327	3.01194
806	5.48475e-06	0.015228	0.524621
807	4.92044e-06	0.106834	0.804814
808	4.41791e-06	0.191527	0.806166
809	4.6216e-06	0.169855	1.09434
810	1.18731e-05	0.156103	6.6
811	4.65508e-06	0.0161816	0.153718
812	4.56837e-06	0.148638	0.963092
813	4.22451e-06	0.205482	0.855126
814	4.33902e-06	0.141018	1.05495
815	8.35903e-06	0.0509938	3.71132
816	4.13875e-06	0.045063	0.245147
817	4.28394e-06	0.178669	1.0714
818	3.90994e-06	0.165924	0.833013
819	5.78992e-06	0.172648	2.19283
820	4.84729e-06	0.0169048	0.700894
821	3.46696e-06	0.0990475	0.511565
822	4.06939e-06	0.23821	1.37772
823	3.82797e-06	0.154564	0.884869
824	7.52003e-06	0.117946	3.85924
825	4.08092e-06	0.0156641	0.294495
826	3.79744e-06	0.197585	0.865897
827	3.59847e-06	0.150467	0.897955
828	4.3638e-06	0.217088	1.47059
829	7.92376e-06	0.048964	3.29711
830	3.7464e-06	0.0360029	0.223545
831	4.85979e-06	0.270348	1.6827
832	4.24281e-06	0.179217	0.762207
833	7.45812e-06	0.159816	3.08995
834	6.26818e-06	0.0175945	0.706358
835	5.00335e-06	0.122886	0.637145
836	5.43489e-06	0.197702	1.17994
837	6.65407e-06	0.240376	1.49897
838	1.31489e-05	0.0858908	3.90484
839	5.86964e-06	0.0180203	0.199271
840	6.72622e-06	0.201764	1.31316
841	6.14698e-06	0.198345	0.835182
842	7.61495e-06	0.166634	1.53466
843	1.09319e-05	0.0306915	2.06089
844	7.33728e-06	0.072089	0.450486
845	6.30857e-06	0.144965	0.73925
846	7.02405e-06	0.246189	1.23969
847	1.14334e-05	0.109376	2.64956
848	6.24915e-06	0.0143623	0.29874
849	6.94281e-06	0.181787	1.23432
850	4.91231e-06	0.143332	0.500613
851	5.99669e-06	0.21531	1.49022
852	1.08314e-05	0.0521191	3.26247
853	4.8955e-06	0.0293647	0.204279
854	4.96101e-06	0.193221	1.02694
855	4.69823e-06	0.188397	0.89687
856	5.49218e-06	0.132277	1.36653
857	5.87535e-06	0.0207409	1.1444
858	4.40656e-06	0.129323	0.56251
859	4.33559e-06	0.153899	0.968049
860	4.86155e-06	0.238965	1.25734
861	1.03698e-05	0.104496	4.54975
862	5.25482e-06	0.0177597	0.25679
863	5.85724e-06	0.183314	1.24242
864	5.24584e-06	0.175695	0.80213
865	5.85765e-06	0.179722	1.24686
866	9.85597e-06	0.0410452	2.83107
867	5.51302e-06	0.0459483	0.312882
868	5.20543e-06	0.203797	0.891525
869	5.30697e-06	0.158462	1.03939
870	8.17821e-06	0.168568	2.37478
871	5.11047e-06	0.0139666	0.390486
872	4.64227e-06	0.118371	0.825161
873	3.9778e-06	0.193319	0.73422
874	4.54099e-06	0.203506	1.30321
875	9.95289e-06	0.0920398	4.80393
876	4.98511e-06	0.0206124	0.250871
877	4.36059e-06	0.172047	0.765143
878	4.33746e-06	0.162007	0.989419
879	5.00499e-06	0.216385	1.33148
880	8.50882e-06	0.0442571	2.89022
881	4.0784e-06	0.03549	0.229742
882	4.40958e-06	0.175343	1.169
883	3.23295e-06	0.1619	0.53753
884	3.97581e-06	0.170601	1.51236
885	5.18441e-06	0.0265113	1.70038
886	2.94088e-06	0.0863755	0.321777
887	3.48104e-06	0.196191	1.40109
888	3.76714e-06	0.195837	1.17113
889	5.27497e-06	0.141589	1.96072
890	3.50144e-06	0.0143374	0.440608
891	3.77732e-06	0.165658	1.16379
892	2.86865e-06	0.14106	0.576747
893	3.06804e-06	0.227492	1.14384
894	6.06177e-06	0.0968846	3.90372
895	2.67555e-06	0.0164926	0.194817
896	2.44522e-06	0.1322	0.835239
897	2.62208e-06	0.263689	1.14989
898	2.71039e-06	0.16432	1.0685
899	4.47855e-06	0.0392798	2.7303
900	2.54494e-06	0.049755	0.322908
901	2.23415e-06	0.139927	0.770677
902	2.43155e-06	0.285283	1.18452
903	3.434e-06	0.118106	1.9945
904	2.69632e-06	0.0164913	0.616513
905	2.08056e-06	0.120231	0.59541
906	1.83009e-06	0.160264	0.773725
907	1.89221e-06	0.23444	1.06904
908	3.92575e-06	0.100896	4.30436
909	1.98944e-06	0.0175775	0.256812
910	2.01146e-06	0.167718	1.02226
911	1.76219e-06	0.172072	0.76751
912	1.72316e-06	0.159139	0.956189
913	3.73853e-06	0.0713156	4.7071
914	1.68834e-06	0.0290446	0.203947
915	1.55956e-06	0.14275	0.853264
916	1.3924e-06	0.207025	0.797125
917	2.01452e-06	0.204706	2.09322
918	1.79125e-06	0.0175721	0.79062
919	1.50299e-06	0.0946411	0.704043
920	1.33557e-06	0.171781	0.789629
921	1.39484e-06	0.186216	1.09072
922	2.22354e-06	0.119412	2.54123
923	1.34704e-06	0.014494	0.367006
924	1.01783e-06	0.281629	0.570935
925	1.43515e-06	0.32278	1.98812
926	1.12169e-06	0.105189	0.61088
927	1.94638e-06	0.0394433	3.01097
928	1.28964e-06	0.082819	0.439019
929	1.2054e-06	0.14195	0.87362
930	1.16994e-06	0.225002	0.942029
931	1.91979e-06	0.166549	2.69266
932	1.52303e-06	0.0164723	0.629379
933	1.287e-06	0.123711	0.714064
934	1.17178e-06	0.14663	0.828957
935	1.08152e-06	0.243707	0.851886
936	2.46442e-06	0.133856	5.19229
937	1.36153e-06	0.0169142	0.305227
938	1.09747e-06	0.150256	0.649728
939	1.12956e-06	0.216689	1.05933
940	1.01619e-06	0.133513	0.809349
941	2.29807e-06	0.0823227	5.11416
942	1.11251e-06	0.0256125	0.234358
